Name,page_ref,Image,Natinality,PreferredPositions,Age,Overal,Potential,Club,ID,Height,Weight,PreferredFoot,best_overal,BP,Growth,Joined,LoanDateEnd,Value,Wage,ReleaseClause,Attacking,Crossing,Finishing,Heading,ShortPass,Volleys,Skill,Dribbling,Curve,FKAcc,LongPass,BallControl,Movement,Acceleration,SprintSpeed,Agility,Reactions,Balance,Power,ShotPower,Jumping,Stamina,Strength,LongShots,Mentality,Aggression,Interceptions,AttPosition,Vision,Penalties,Composure,Defending,Marking,StandTackle,SlideTackle,Goalkeeping,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Total,BaseStats,WeakFoot,SkillMoves,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,PlayerWorkRate,BirthDate,Specialities,Club_ContractLength,Club_Position
Victor Osimhen,/player/232293/victor-osimhen/220069/,https://cdn.sofifa.net/players/232/293/22_60.png,Nigeria,ST,22,82,88,Napoli,232293,185cm,78kg,Right,84,ST,6,"Sep 1, 2020",N/A,€49.5M,€77K,€94.1M,378,62,88,80,72,76,317,76,63,48,53,77,409,86,93,78,84,68,406,79,90,80,85,72,328,69,34,85,65,75,77,98,36,43,19,53,14,14,10,9,6,1989,434,4,3,High,Medium,2,90,82,64,77,40,81,High/Medium,"Dec 29, 1998",,2025,ST
Unai Simón Mendibil,/player/230869/unai-simon-mendibil/220069/,https://cdn.sofifa.net/players/230/869/22_60.png,Spain,GK,24,82,85,Athletic Club,230869,190cm,89kg,Right,82,GK,3,"Aug 25, 2015",N/A,€32.5M,€24K,€70.7M,106,16,14,18,41,17,99,12,20,14,37,16,254,47,50,35,75,47,256,58,65,44,76,13,138,28,26,14,46,24,44,41,11,18,12,407,82,78,77,85,85,1301,455,3,1,Medium,Medium,3,82,78,77,85,48,85,Medium/Medium,"Jun 11, 1997",,2025,GK
Manuel Locatelli,/player/222077/manuel-locatelli/220069/,https://cdn.sofifa.net/players/222/077/22_60.png,Italy,CDM/CM,23,82,86,Juventus,222077,185cm,75kg,Right,84,CM,4,"Aug 19, 2021",N/A,€40M,€74K,€71M,356,70,69,68,85,64,375,78,68,64,83,82,337,62,63,69,83,60,389,77,65,89,78,80,366,72,79,73,82,60,77,237,80,82,75,59,11,12,11,10,15,2119,450,4,3,Medium,High,2,63,72,79,78,79,79,Medium/High,"Jan 8, 1998",,2023,CDM
Christian Pulisic,/player/227796/christian-pulisic/220069/,https://cdn.sofifa.net/players/227/796/22_60.png,United States,LW/RW/LM,22,82,88,Chelsea,227796,177cm,69kg,Right,83,RM,6,"Jan 2, 2019",N/A,€49M,€120K,€100.5M,345,74,74,50,77,70,360,88,70,58,59,85,428,91,84,87,78,88,343,77,79,76,54,57,298,45,33,79,80,61,80,117,38,32,47,63,8,12,13,16,14,1954,413,4,4,Medium,Medium,3,87,71,73,86,37,59,Medium/Medium,"Sep 18, 1998",Dribbler,2024,SUB
Fikayo Tomori,/player/232756/fikayo-tomori/220069/,https://cdn.sofifa.net/players/232/756/22_60.png,England,CB,23,82,88,Milan,232756,185cm,79kg,Right,84,CB,6,"Jul 1, 2021",N/A,€43.5M,€42K,€82.7M,275,56,33,82,72,32,265,61,38,40,61,65,402,82,90,77,82,71,328,42,83,74,84,45,272,83,83,37,42,27,81,252,84,87,81,51,10,13,10,11,7,1845,412,4,2,Medium,High,2,86,37,58,66,84,81,Medium/High,"Dec 19, 1997",,2025,LCB
Cristian Romero,/player/232488/cristian-romero/220069/,https://cdn.sofifa.net/players/232/488/22_60.png,Argentina,CB,23,82,87,Tottenham Hotspur,232488,185cm,79kg,Right,85,CB,5,"Aug 5, 2021","Jun 30, 2023",€41.5M,€51K,€0,297,42,48,83,72,52,256,54,40,38,56,68,369,76,73,72,80,68,334,51,86,79,82,36,295,89,82,43,41,40,80,253,84,85,84,47,5,7,11,10,14,1851,404,2,3,Medium,High,3,74,46,54,63,84,83,Medium/High,"Apr 27, 1998",,"Jun 30, 2023",RCB
Dayot Upamecano,/player/229558/dayot-upamecano/220069/,https://cdn.sofifa.net/players/229/558/22_60.png,France,CB,22,82,87,FC Bayern München,229558,186cm,90kg,Right,84,CB,5,"Jul 5, 2021",N/A,€42.5M,€70K,€73.3M,272,48,39,82,76,27,270,69,32,28,72,69,360,73,84,60,77,66,340,60,87,65,88,40,304,83,77,47,58,39,71,252,78,84,90,45,6,7,8,15,9,1843,414,3,2,High,Medium,2,79,43,62,68,81,81,High/Medium,"Oct 27, 1998",Strength,2026,SUB
Antony Matheus dos Santos,/player/255475/antony-matheus-dos-santos/220069/,https://cdn.sofifa.net/players/255/475/22_60.png,Brazil,RW,21,82,89,Ajax,255475,174cm,63kg,Left,83,LM,7,"Jul 1, 2020",N/A,€62M,€21K,€99.2M,340,78,76,45,74,67,387,87,78,74,62,86,438,95,91,92,75,85,347,73,57,79,62,76,335,74,39,77,79,66,80,104,46,37,21,54,9,10,14,8,13,2005,435,3,5,High,Medium,2,93,75,74,86,39,68,High/Medium,"Feb 24, 2000",Speedster/Dribbler/Acrobat,2025,RW
Kasper Schmeichel,/player/163587/kasper-schmeichel/220069/,https://cdn.sofifa.net/players/163/587/22_60.png,Denmark,GK,34,83,83,Leicester City,163587,189cm,89kg,Right,83,GK,0,"Jun 1, 2011",N/A,€6M,€95K,€11.4M,102,18,12,16,41,15,126,12,13,15,46,40,280,42,49,60,82,47,230,59,60,34,63,14,153,35,20,13,59,26,67,41,14,14,13,405,81,78,79,81,86,1337,450,3,1,Medium,Medium,2,81,78,79,86,45,81,Medium/Medium,"Nov 5, 1986",,2023,GK
José Ángel Esmoris Tasende,/player/220651/jose-angel-esmoris-tasende/220069/,https://cdn.sofifa.net/players/220/651/22_60.png,Spain,LWB/LM,24,83,85,RB Leipzig,220651,175cm,69kg,Left,84,LM,2,"Feb 12, 2021",N/A,€43.5M,€77K,€77.2M,367,88,70,65,81,63,408,84,83,76,81,84,408,85,73,83,82,85,367,80,73,85,60,69,370,77,80,79,79,55,81,231,77,74,80,58,13,6,13,13,13,2209,461,3,4,High,High,2,78,71,82,84,76,70,High/High,"Jan 4, 1997",Crosser,2025,LM
Martin Ødegaard,/player/222665/martin-odegaard/220069/,https://cdn.sofifa.net/players/222/665/22_60.png,Norway,CAM/CM,22,83,89,Arsenal,222665,178cm,68kg,Left,85,CAM,6,"Aug 20, 2021",N/A,€58.5M,€95K,€122.9M,371,84,75,52,84,76,419,85,83,85,81,85,397,80,75,85,74,83,334,76,46,79,56,77,356,63,65,79,86,63,78,165,65,49,51,62,14,15,15,8,10,2104,441,2,5,High,Medium,3,77,75,84,84,58,63,High/Medium,"Dec 17, 1998",,2026,CAM
Simon Kjær,/player/179645/simon-kjaer/220069/,https://cdn.sofifa.net/players/179/645/22_60.png,Denmark,CB,32,83,83,Milan,179645,190cm,86kg,Right,83,CB,0,"Jan 13, 2020",N/A,€23.5M,€54K,€40M,298,50,55,80,76,37,309,52,52,66,70,69,329,63,72,59,80,55,342,74,78,66,83,41,317,84,86,31,55,61,70,252,86,86,80,54,6,10,13,10,15,1901,410,3,2,Low,High,3,68,54,64,60,85,79,Low/High,"Mar 26, 1989",Tactician,2024,RES
Jordan Henderson,/player/183711/jordan-henderson/220069/,https://cdn.sofifa.net/players/183/711/22_60.png,England,CM/CDM,31,83,83,Liverpool,183711,182cm,80kg,Right,83,CM,0,"Jun 9, 2011",N/A,€30M,€135K,€55.5M,375,82,73,64,85,71,402,78,80,74,87,83,354,67,66,69,85,67,394,77,78,86,78,75,386,83,81,78,80,64,80,234,77,81,76,49,7,13,7,9,13,2194,461,3,3,High,High,3,66,74,83,79,78,81,High/High,"Jun 17, 1990",Engine,2025,RCM
Toby Alderweireld,/player/184087/toby-alderweireld/220069/,https://cdn.sofifa.net/players/184/087/22_60.png,Belgium,CB,32,83,83,,184087,186cm,81kg,Right,83,CB,0,"Jul 27, 2021",N/A,€0,€0,€0,305,64,45,81,77,38,340,62,63,59,81,75,316,55,60,54,85,62,370,78,81,76,77,58,336,79,85,52,62,58,86,258,87,87,84,66,16,6,14,16,14,1991,413,3,2,Medium,Medium,3,58,55,70,67,86,77,Medium/Medium,"Mar 2, 1989",,,RCB
César Azpilicueta Tanco,/player/184432/cesar-azpilicueta-tanco/220069/,https://cdn.sofifa.net/players/184/432/22_60.png,Spain,CB/RWB/RB,31,83,83,Chelsea,184432,178cm,77kg,Right,83,CB,0,"Aug 24, 2012",N/A,€25M,€125K,€46.3M,334,80,46,78,79,51,350,68,68,58,79,77,357,68,63,67,86,73,358,68,83,77,70,60,370,87,83,62,72,66,78,254,85,85,84,43,13,9,10,6,5,2066,428,3,2,Medium,Medium,3,65,55,76,72,84,76,Medium/Medium,"Aug 28, 1989",,2023,RCB
Rúben Diogo da Silva Neves,/player/224293/ruben-diogo-da-silva-neves/220069/,https://cdn.sofifa.net/players/224/293/22_60.png,Portugal,CM/CDM,24,83,88,Wolverhampton Wanderers,224293,180cm,80kg,Right,84,CM,5,"Jul 8, 2017",N/A,€54.5M,€95K,€107.6M,368,80,65,53,88,82,412,75,85,82,88,82,341,63,58,68,80,72,381,85,66,81,67,82,388,83,80,62,87,76,86,232,77,79,76,56,16,12,10,8,10,2178,447,4,3,Low,High,2,60,74,86,77,76,74,Low/High,"Mar 13, 1997",Playmaker,2024,SUB
Ben Chilwell,/player/229984/ben-chilwell/220069/,https://cdn.sofifa.net/players/229/984/22_60.png,England,LWB/LB,24,83,86,Chelsea,229984,180cm,77kg,Left,83,LWB,3,"Aug 26, 2020",N/A,€46M,€105K,€88.6M,356,84,58,69,80,65,372,79,71,67,74,81,377,77,76,71,81,72,364,74,86,88,69,47,356,73,78,78,75,52,75,240,78,80,82,48,10,7,14,7,10,2113,445,3,3,High,High,2,76,60,78,78,78,75,High/High,"Dec 21, 1996",Engine,2025,SUB
Gabriel Fernando de Jesus,/player/230666/gabriel-fernando-de-jesus/220069/,https://cdn.sofifa.net/players/230/666/22_60.png,Brazil,RW/ST,24,83,86,Manchester City,230666,175cm,73kg,Right,84,ST,3,"Aug 3, 2016",N/A,€49.5M,€150K,€95.3M,390,74,83,78,78,77,368,87,76,54,66,85,430,87,81,91,84,87,389,83,79,82,69,76,344,75,32,85,77,75,78,103,45,30,28,48,13,8,6,6,15,2072,439,3,4,High,High,2,84,81,74,86,40,74,High/High,"Apr 3, 1997",Dribbler/Acrobat,2023,RW
Ousmane Dembélé,/player/231443/ousmane-dembele/220069/,https://cdn.sofifa.net/players/231/443/22_60.png,France,RW,24,83,86,FC Barcelona,231443,178cm,67kg,Left,85,LM,3,"Aug 28, 2017",N/A,€49.5M,€165K,€105.2M,353,81,75,43,78,76,395,89,82,64,76,84,434,94,93,89,78,80,336,83,58,68,51,76,318,54,36,77,76,75,80,105,42,30,33,49,6,6,14,10,13,1990,425,5,5,High,Medium,3,93,77,77,86,36,56,High/Medium,"May 15, 1997",Speedster/Dribbler,2024,SUB
Juan Cuadrado,/player/193082/juan-cuadrado/220069/,https://cdn.sofifa.net/players/193/082/22_60.png,Colombia,RB/RM,33,83,83,Juventus,193082,179cm,72kg,Right,83,RB,0,"Feb 2, 2015",N/A,€19M,€95K,€32.3M,373,84,70,68,81,70,399,90,82,69,73,85,437,91,89,94,82,81,388,84,80,78,66,80,363,78,73,75,72,65,74,237,75,80,82,38,5,5,13,6,9,2235,478,3,5,High,Medium,3,90,75,78,87,76,72,High/Medium,"May 26, 1988",Speedster/Dribbler/Acrobat,2023,RB
Oliver Baumann,/player/193698/oliver-baumann/220069/,https://cdn.sofifa.net/players/193/698/22_60.png,Germany,GK,31,83,83,TSG Hoffenheim,193698,187cm,82kg,Right,83,GK,0,"Jul 1, 2014",N/A,€19M,€40K,€32.3M,82,14,11,16,30,11,84,19,12,11,25,17,268,47,51,45,82,43,253,59,73,39,69,13,126,32,21,10,41,22,52,47,15,18,14,407,83,82,79,79,84,1267,456,1,1,Medium,Medium,2,83,82,79,84,49,79,Medium/Medium,"Jun 2, 1990",,2024,GK
Raphael Dias Belloli,/player/233419/raphael-dias-belloli/220069/,https://cdn.sofifa.net/players/233/419/22_60.png,Brazil,RM/RW,24,83,86,Leeds United,233419,176cm,68kg,Left,84,LM,3,"Oct 6, 2020",N/A,€49.5M,€95K,€97.8M,347,79,77,45,74,72,402,87,81,77,73,84,431,90,91,88,83,79,387,83,74,86,65,79,368,76,55,82,77,78,80,139,47,54,38,50,8,7,13,8,14,2124,454,4,4,High,High,2,91,79,76,85,50,73,High/High,"Dec 14, 1996",Speedster/Dribbler/Engine/Acrobat,2024,RM
Declan Rice,/player/234378/declan-rice/220069/,https://cdn.sofifa.net/players/234/378/22_60.png,England,CDM,22,83,88,West Ham United,234378,185cm,80kg,Right,84,CDM,5,"Jun 29, 2016",N/A,€51M,€76K,€100.7M,321,55,61,72,83,50,355,78,58,58,82,79,346,70,74,55,80,67,381,74,74,90,78,65,376,84,84,58,79,71,83,246,82,84,80,47,8,11,14,5,9,2072,450,3,2,Medium,High,1,72,64,74,76,82,82,Medium/High,"Jan 14, 1999",,2024,LDM
Sergio Canales Madrazo,/player/190286/sergio-canales-madrazo/220069/,https://cdn.sofifa.net/players/190/286/22_60.png,Spain,RM/CM/LM,30,83,83,Real Betis,190286,176cm,65kg,Left,83,RM,0,"Jul 3, 2018",N/A,€35M,€38K,€73.5M,360,81,78,50,84,67,418,80,85,84,86,83,410,84,82,83,81,80,351,78,38,80,71,84,397,68,77,84,88,80,80,193,64,71,58,68,15,12,16,13,12,2197,466,3,4,High,Medium,2,83,79,85,81,67,71,High/Medium,"Feb 16, 1991",,2026,RM
Alessandro Bastoni,/player/237383/alessandro-bastoni/220069/,https://cdn.sofifa.net/players/237/383/22_60.png,Italy,CB,22,83,89,Inter,237383,190cm,75kg,Left,85,CB,6,"Aug 31, 2017",N/A,€53M,€100K,€100.7M,288,70,26,80,77,35,302,70,43,36,77,76,339,66,72,58,86,57,319,49,71,81,81,37,308,80,85,39,57,47,82,255,87,87,81,48,11,5,9,11,12,1859,408,3,2,Medium,High,1,69,35,68,71,85,80,Medium/High,"Apr 13, 1999",,2024,LCB
Sebastián Coates,/player/197655/sebastian-coates/220069/,https://cdn.sofifa.net/players/197/655/22_60.png,Uruguay,CB,30,83,83,Sporting CP,197655,196cm,94kg,Right,83,CB,0,"Jan 31, 2017",N/A,€30M,€21K,€60M,276,17,55,82,74,48,265,65,39,19,72,70,280,65,70,37,77,31,316,50,57,85,94,30,347,84,82,49,60,72,79,256,85,86,85,73,16,13,15,16,13,1813,407,3,2,Medium,Medium,3,68,49,55,63,84,88,Medium/Medium,"Oct 7, 1990",Aerial Threat/Tackling/Strength,2023,CB
Felipe Augusto de Almeida Monteiro,/player/207863/felipe-augusto-de-almeida-monteiro/220069/,https://cdn.sofifa.net/players/207/863/22_60.png,Brazil,CB,32,83,83,Atlético Madrid,207863,190cm,83kg,Right,83,CB,0,"Jul 1, 2019",N/A,€23.5M,€68K,€48.2M,285,45,40,83,73,44,252,57,32,30,69,64,307,54,66,61,79,47,339,51,89,68,90,41,304,89,84,34,50,47,75,248,84,83,81,50,9,11,14,9,7,1785,390,3,2,Low,High,3,61,43,58,61,83,84,Low/High,"May 16, 1989",Strength,2023,SUB
Wissam Ben Yedder,/player/199451/wissam-ben-yedder/220069/,https://cdn.sofifa.net/players/199/451/22_60.png,France,ST,30,83,83,Monaco,199451,170cm,68kg,Right,85,CF,0,"Aug 14, 2019",N/A,€35.5M,€80K,€67.5M,401,74,87,74,82,84,398,87,82,76,66,87,430,83,81,91,84,91,378,84,78,73,69,74,360,62,44,89,80,85,85,93,34,33,26,42,6,13,9,7,7,2102,438,5,4,High,Low,2,82,84,77,87,39,69,High/Low,"Aug 12, 1990",Dribbler/Acrobat,2024,ST
Lukáš Hrádecký,/player/190941/lukas-hradecky/220069/,https://cdn.sofifa.net/players/190/941/22_60.png,Finland,GK,31,83,83,Bayer 04 Leverkusen,190941,192cm,83kg,Right,83,GK,0,"Jul 1, 2018",N/A,€19M,€55K,€32.3M,72,11,11,11,30,9,89,10,11,15,33,20,246,38,44,43,82,39,224,52,69,34,55,14,131,31,18,9,53,20,48,33,10,10,13,401,84,78,69,83,87,1196,441,3,1,Medium,Medium,3,84,78,69,87,40,83,Medium/Medium,"Nov 24, 1989",,2023,GK
Francesco Acerbi,/player/199845/francesco-acerbi/220069/,https://cdn.sofifa.net/players/199/845/22_60.png,Italy,CB,33,83,83,Lazio,199845,192cm,88kg,Left,83,CB,0,"Jul 11, 2018",N/A,€17.5M,€75K,€29.8M,258,25,37,82,75,39,334,65,62,56,79,72,278,64,62,32,85,35,377,75,70,87,85,60,320,77,86,20,65,72,85,259,87,87,85,53,11,9,9,13,11,1879,408,3,3,Medium,High,3,63,50,62,64,86,83,Medium/High,"Feb 10, 1988",Tackling/Tactician,2023,LCB
Federico Valverde,/player/239053/federico-valverde/220069/,https://cdn.sofifa.net/players/239/053/22_60.png,Uruguay,CM/RW/RM,22,83,89,Real Madrid,239053,182cm,78kg,Right,84,CM,6,"Jul 22, 2016",N/A,€58M,€160K,€130.5M,349,66,69,59,85,70,381,79,70,66,84,82,400,82,90,76,84,68,388,80,62,86,79,81,377,81,81,76,80,59,82,235,79,80,76,45,6,10,6,15,8,2175,474,4,3,High,High,1,86,74,78,79,77,80,High/High,"Jul 22, 1998",Engine,2027,RW
Ferran Torres García,/player/241461/ferran-torres-garcia/220069/,https://cdn.sofifa.net/players/241/461/22_60.png,Spain,RW/LW/ST,21,83,89,FC Barcelona,241461,184cm,77kg,Right,85,CAM,6,"Jan 1, 2022",N/A,€58.5M,€140K,€131.6M,389,79,80,75,81,74,383,84,76,60,78,85,409,87,81,83,82,76,371,79,75,73,68,76,330,54,34,86,82,74,82,87,35,24,28,59,12,9,11,15,12,2028,428,4,4,High,Medium,1,84,79,79,84,35,67,High/Medium,"Feb 29, 2000",,2027,RW
Alejandro Gómez,/player/143076/alejandro-gomez/220069/,https://cdn.sofifa.net/players/143/076/22_60.png,Argentina,CAM/LW,33,84,84,Sevilla,143076,167cm,68kg,Right,84,CAM,0,"Jan 26, 2021",N/A,€26.5M,€47K,€55.7M,353,83,77,38,83,72,411,84,85,79,78,85,438,90,82,91,82,93,344,79,67,72,44,82,331,56,40,78,85,72,85,114,50,30,34,46,8,11,12,9,6,2037,426,4,4,High,Medium,3,86,78,83,85,39,55,High/Medium,"Feb 15, 1988",Acrobat,2024,LW
Dries Mertens,/player/175943/dries-mertens/220069/,https://cdn.sofifa.net/players/175/943/22_60.png,Belgium,CF/ST/CAM,34,84,84,Napoli,175943,169cm,61kg,Right,84,CF,0,"Jul 1, 2013",N/A,€20.5M,€105K,€34.9M,351,73,84,40,84,70,412,88,82,82,72,88,433,90,79,92,80,92,323,80,58,66,37,82,340,59,36,82,84,79,81,103,23,40,40,39,7,10,8,10,4,2001,418,4,4,High,Low,3,84,82,80,88,34,50,High/Low,"May 6, 1987",Dribbler/Acrobat,2022,SUB
Éder Gabriel Militão,/player/240130/eder-gabriel-militao/220069/,https://cdn.sofifa.net/players/240/130/22_60.png,Brazil,CB,23,83,90,Real Madrid,240130,186cm,78kg,Right,85,CB,7,"Jul 1, 2019",N/A,€67.5M,€145K,€151.9M,312,69,48,82,79,34,319,70,60,40,76,73,386,83,88,70,83,62,355,62,85,86,80,42,350,82,85,64,59,60,74,250,83,84,83,61,11,8,15,12,15,2033,443,3,2,Medium,Medium,2,86,50,70,71,84,82,Medium/Medium,"Jan 18, 1998",,2025,RCB
Gerard Piqué Bernabeu,/player/152729/gerard-pique-bernabeu/220069/,https://cdn.sofifa.net/players/152/729/22_60.png,Spain,CB,34,84,84,FC Barcelona,152729,194cm,85kg,Right,84,CB,0,"Jul 1, 2008",N/A,€13.5M,€175K,€27.7M,343,57,65,84,80,57,324,63,58,43,80,80,285,50,62,57,82,34,335,62,74,63,85,51,371,79,85,66,72,69,86,252,84,85,83,58,10,11,14,15,8,1968,419,3,2,High,Medium,4,57,61,71,68,84,78,High/Medium,"Feb 2, 1987",Aerial Threat,2024,LCB
Eden Hazard,/player/183277/eden-hazard/220069/,https://cdn.sofifa.net/players/183/277/22_60.png,Belgium,LW,30,84,84,Real Madrid,183277,175cm,74kg,Right,84,LW,0,"Jul 1, 2019",N/A,€40.5M,€220K,€83M,383,77,78,61,85,82,419,89,83,79,81,87,420,85,82,86,78,89,351,82,55,76,61,77,349,54,41,83,84,87,88,83,34,27,22,45,11,12,6,8,8,2050,431,4,4,Medium,Medium,4,83,80,82,88,35,63,Medium/Medium,"Jan 7, 1991",Dribbler,2024,SUB
Lorenzo Insigne,/player/198219/lorenzo-insigne/220069/,https://cdn.sofifa.net/players/198/219/22_60.png,Italy,LW/CF/LM,30,84,84,Toronto,198219,163cm,59kg,Right,86,CAM,0,"Jul 7, 2022",N/A,€40.5M,€19K,€58.7M,374,77,76,59,86,76,443,90,89,86,86,92,430,87,81,90,78,94,317,76,48,76,35,82,316,34,26,80,89,87,81,99,53,24,22,45,8,4,14,9,10,2024,419,4,4,High,Medium,4,84,78,85,90,36,46,High/Medium,"Jun 4, 1991",Dribbler/FK Specialist/Acrobat,,LW
Mats Hummels,/player/178603/mats-hummels/220069/,https://cdn.sofifa.net/players/178/603/22_60.png,Germany,CB,32,84,84,Borussia Dortmund,178603,191cm,94kg,Right,84,CB,0,"Jul 1, 2019",N/A,€27.5M,€79K,€46.8M,353,65,57,86,81,64,351,69,66,53,85,78,314,46,60,60,86,62,342,71,70,66,86,49,363,71,87,57,80,68,89,261,88,88,85,42,15,6,10,5,6,2026,425,3,3,High,Medium,4,54,59,76,72,87,77,High/Medium,"Dec 16, 1988",Tackling/Tactician/Strength/Complete Defender,2023,LCB
Kieran Trippier,/player/186345/kieran-trippier/220069/,https://cdn.sofifa.net/players/186/345/22_60.png,England,RB/RM,30,84,84,Newcastle United,186345,173cm,71kg,Right,84,RB,0,"Jan 7, 2022",N/A,€36.5M,€63K,€69.4M,358,86,54,79,81,58,406,74,86,84,80,82,380,74,73,73,81,79,377,79,78,86,64,70,375,73,80,76,80,66,77,240,79,81,80,54,11,14,8,11,10,2190,448,4,3,Medium,Medium,2,73,64,82,77,80,72,Medium/Medium,"Sep 19, 1990",Crosser,2024,SUB
Kevin Trapp,/player/188943/kevin-trapp/220069/,https://cdn.sofifa.net/players/188/943/22_60.png,Germany,GK,30,84,84,Eintracht Frankfurt,188943,189cm,84kg,Right,84,GK,0,"Aug 7, 2019",N/A,€28M,€37K,€47.6M,74,13,13,11,25,12,72,10,14,12,12,24,255,43,50,42,83,37,268,59,76,45,75,13,127,30,22,12,46,17,64,39,15,14,10,412,83,80,79,84,86,1247,458,4,1,Medium,Medium,3,83,80,79,86,46,84,Medium/Medium,"Jul 8, 1990",,,SUB
Theo Hernández,/player/232656/theo-hernandez/220069/,https://cdn.sofifa.net/players/232/656/22_60.png,France,LB,23,84,89,Milan,232656,184cm,81kg,Left,85,LB,5,"Jul 5, 2019",N/A,€59.5M,€51K,€105.6M,372,84,69,74,79,66,363,83,69,64,68,79,424,92,94,78,84,76,394,83,68,90,81,72,363,82,78,80,73,50,80,235,74,81,80,43,12,10,7,7,7,2194,483,3,3,High,Medium,3,93,72,76,81,78,83,High/Medium,"Oct 6, 1997",Speedster,2026,LB
Iago Aspas Juncal,/player/192629/iago-aspas-juncal/220069/,https://cdn.sofifa.net/players/192/629/22_60.png,Spain,ST,33,84,84,Celta de Vigo,192629,176cm,67kg,Left,84,ST,0,"Jul 1, 2015",N/A,€27M,€46K,€56.7M,410,80,89,77,80,84,408,87,79,83,73,86,408,78,86,88,84,72,356,79,66,70,60,81,349,63,39,84,81,82,85,78,39,21,18,62,12,16,9,12,13,2071,430,4,3,High,High,2,82,85,79,86,35,63,High/High,"Aug 1, 1987",Acrobat/Clinical Finisher,2025,RS
Dušan Vlahović,/player/246430/dusan-vlahovic/220069/,https://cdn.sofifa.net/players/246/430/22_60.png,Serbia,ST,21,83,90,Juventus,246430,190cm,75kg,Left,85,ST,7,"Jan 31, 2022",N/A,€74.5M,€85K,€141.6M,360,50,88,76,70,76,337,79,68,56,50,84,355,77,82,61,83,52,398,83,68,79,88,80,309,60,22,88,66,73,80,68,18,26,24,47,5,15,6,11,10,1874,410,3,3,Medium,Medium,2,80,84,61,78,28,79,Medium/Medium,"Jan 28, 2000",Poacher/Clinical Finisher,2026,LS
Fernando Reges Mouta,/player/184134/fernando-reges-mouta/220069/,https://cdn.sofifa.net/players/184/134/22_60.png,Brazil,CDM/CM/CB,33,84,84,Sevilla,184134,183cm,76kg,Right,84,CDM,0,"Jul 12, 2019",N/A,€21M,€43K,€44.1M,330,62,54,74,84,56,346,71,65,53,79,78,347,65,67,70,83,62,383,76,76,82,81,68,359,85,85,59,76,54,78,252,84,85,83,29,7,5,9,3,5,2046,442,3,3,Medium,Medium,2,66,62,75,74,83,82,Medium/Medium,"Jul 25, 1987",,2024,SUB
Sergio Busquets Burgos,/player/189511/sergio-busquets-burgos/220069/,https://cdn.sofifa.net/players/189/511/22_60.png,Spain,CDM,32,84,84,FC Barcelona,189511,189cm,76kg,Right,84,CDM,0,"Sep 1, 2008",N/A,€28M,€175K,€57.4M,328,62,67,68,87,44,384,80,66,68,85,85,281,40,43,66,82,50,326,61,66,75,70,54,382,79,84,76,83,60,90,244,83,81,80,48,5,8,13,9,13,1993,416,3,3,Medium,Medium,4,42,62,79,79,81,73,Medium/Medium,"Jul 16, 1988",,2023,CDM
Jordi Alba Ramos,/player/189332/jordi-alba-ramos/220069/,https://cdn.sofifa.net/players/189/332/22_60.png,Spain,LB,32,84,84,FC Barcelona,189332,170cm,68kg,Left,84,LB,0,"Jul 1, 2012",N/A,€29M,€175K,€59.5M,382,84,73,70,83,72,385,79,80,63,79,84,418,86,82,87,79,84,355,64,80,84,61,66,375,75,80,83,78,59,80,231,74,78,79,60,13,15,13,6,13,2206,464,3,3,High,Medium,3,84,70,80,82,77,71,High/Medium,"Mar 21, 1989",,2024,LB
Phil Foden,/player/237692/phil-foden/220069/,https://cdn.sofifa.net/players/237/692/22_60.png,England,LW/CF/CAM,21,84,92,Manchester City,237692,171cm,69kg,Left,87,CAM,8,"Jul 1, 2016",N/A,€94.5M,€140K,€193.7M,345,75,79,47,85,59,390,87,73,63,78,89,433,86,82,91,83,91,335,82,49,80,47,77,354,64,59,82,85,64,84,164,58,59,47,52,8,15,6,10,13,2073,445,3,4,High,Medium,3,84,78,80,88,56,59,High/Medium,"May 28, 2000",Dribbler/Acrobat,2024,CF
Federico Chiesa,/player/235805/federico-chiesa/220069/,https://cdn.sofifa.net/players/235/805/22_60.png,Italy,RW/LW/RM,23,84,90,Juventus,235805,175cm,70kg,Right,86,RM,6,"Jul 1, 2016","Jun 1, 2022",€66.5M,€81K,€0,363,75,80,50,78,80,373,89,78,52,72,82,437,91,91,88,86,81,379,86,53,85,71,84,322,69,30,84,77,62,81,153,65,44,44,37,6,7,8,9,7,2064,454,4,4,High,Medium,3,91,81,75,86,48,73,High/Medium,"Oct 25, 1997",Speedster/Dribbler/Acrobat,"Jun 1, 2022",RES
Stefan Savić,/player/204639/stefan-savic/220069/,https://cdn.sofifa.net/players/204/639/22_60.png,Montenegro,CB,30,84,84,Atlético Madrid,204639,187cm,81kg,Right,84,CB,0,"Jul 20, 2015",N/A,€34.5M,€74K,€70.7M,253,35,34,84,73,27,248,47,34,28,72,67,319,60,67,59,82,51,296,43,86,53,83,31,294,86,87,29,55,37,80,259,90,86,83,66,14,13,14,13,12,1735,377,3,2,Medium,High,2,64,35,57,58,87,76,Medium/High,"Jan 8, 1991",Tactician,2024,RCB
